Frag Name,Trunc,LL XC,HL XC,HL Atoms,Post-HF Method,Basis,Untrunc Nbasis,Trunc Nbasis,Untrunc Natoms,Trunc Natoms,Total DFT Energy (A-in-B),AB LL Energy,A HL Energy,A LL Energy,PB Correction,AB_LL Time,A_LL Time,A_HL Time
Acid Dimer,0.0001,PBE,PBE0,8,N/A,intermediate,70,25,810,345,-31720.090153943136,-31720.345425614494,-10225.197191553776,-10223.835875067929,0,27.44442844390869,1.4535613059997559,19.8744797706604
Acid Dimer,1e-05,PBE,PBE0,8,N/A,intermediate,70,30,810,390,-31720.091586195,-31720.345425614494,-10225.19614756048,-10223.830950748988,0,27.247539281845093,1.7101099491119385,26.154152154922485
Acid Dimer,0.001,PBE,PBE0,8,N/A,intermediate,70,21,810,291,-31720.083461307564,-31720.345425614494,-10225.254913181809,-10223.88841312983,0,32.43084502220154,1.223778486251831,22.172894954681396
Acid Dimer,1e-06,PBE,PBE0,8,N/A,intermediate,70,35,810,450,-31720.091891610027,-31720.345425614494,-10225.196220448732,-10223.830997827386,0,27.741695880889893,2.148716688156128,32.55641841888428
Acid Dimer,1.0,PBE,PBE,8,RPA,intermediate,70,8,810,138,-31704.897252921255,-31720.345425614494,-10282.97711189926,-10294.617192918176,0,27.476299285888672,0.5149452686309814,9.41082239151001
Acid Dimer,0.1,PBE,PBE,8,RPA,intermediate,70,10,810,180,-31712.261568709215,-31720.345425614494,-10227.658711816592,-10234.822576249138,0,27.251983880996704,0.6392807960510254,11.232076406478882
Acid Dimer,0.01,PBE,PBE,8,RPA,intermediate,70,17,810,252,-31719.234009614527,-31720.345425614494,-10223.59794207006,-10224.695459679648,0,27.123213291168213,0.9804718494415283,19.780248641967773
Acid Dimer,0.001,PBE,PBE,8,RPA,intermediate,70,21,810,291,-31719.521955307435,-31720.345425614494,-10223.090969980143,-10223.88841312983,0,27.62635588645935,1.2192885875701904,25.44956088066101
Acid Dimer,0.0001,PBE,PBE,8,RPA,intermediate,70,25,810,345,-31719.533664891547,-31720.345425614494,-10223.023624003023,-10223.835875067929,0,27.47847604751587,1.449153184890747,35.582993268966675
Acid Dimer,1e-05,PBE,PBE,8,RPA,intermediate,70,30,810,390,-31719.54131569784,-31720.345425614494,-10223.027239164245,-10223.830950748988,0,27.33097267150879,1.7096011638641357,45.36195659637451
Acid Dimer,1e-06,PBE,PBE,8,RPA,intermediate,70,35,810,450,-31719.542678853748,-31720.345425614494,-10223.02825756666,-10223.830997827386,0,27.656017780303955,2.149223804473877,64.59942889213562
Acid Dimer,N/A,PBE,PBE,8,N/A,intermediate,70,70,810,810,-31720.345425614498,-31720.345425614494,-10223.830947348515,-10223.83094734851,0,27.255186557769775,4.717727899551392,6.485167980194092
Acid Dimer,N/A,PBE,PBE0,8,N/A,intermediate,70,70,810,810,-31720.091924420693,-31720.345425614494,-10225.196263930957,-10223.83094734851,0,27.288992166519165,4.732946157455444,48.6889488697052
C19COOH,0.01,PBE,PBE,4,RPA,intermediate,62,9,702,144,-25483.01660085526,-25483.774492628414,-5111.586394108972,-5112.306123891412,0,23.039097547531128,0.5527362823486328,7.24779486656189
Acid Dimer,N/A,PBE,PBE,8,RPA,intermediate,70,70,810,810,-31719.542754845497,-31720.345425614494,-10223.028276579515,-10223.83094734851,0,27.748692989349365,4.72693395614624,336.39598274230957
C19COOH,0.001,PBE,PBE,4,RPA,intermediate,62,13,702,183,-25483.23333990303,-25483.774492628414,-5111.104562696221,-5111.623556426217,0,23.27561664581299,0.729762077331543,9.744073629379272
C19COOH,0.0001,PBE,PBE,4,RPA,intermediate,62,17,702,237,-25483.259059760847,-25483.774492628414,-5111.056222312972,-5111.570117689213,0,23.654009580612183,0.9880130290985107,13.947355508804321
C19COOH,1e-05,PBE,PBE,4,RPA,intermediate,62,23,702,288,-25483.2660680375,-25483.774492628414,-5111.058464386,-5111.566352661346,0,27.754089832305908,1.299724817276001,20.49331545829773
C19COOH,1e-06,PBE,PBE,4,RPA,intermediate,62,29,702,354,-25483.267423734582,-25483.774492628414,-5111.059182248164,-5111.566235359496,0,23.283161163330078,1.689725399017334,29.444724082946777
C19COOH,0.01,PBE,PBE,4,N/A,intermediate,62,9,702,144,-25483.519838481254,-25483.774492628414,-5112.089631734969,-5112.306123891412,0,23.273427724838257,0.549842119216919,2.7262468338012695
C19COOH,0.001,PBE,PBE,4,N/A,intermediate,62,13,702,183,-25483.75209796105,-25483.774492628414,-5111.623320754237,-5111.623556426217,0,23.23808789253235,0.7291965484619141,2.890619993209839
C19COOH,0.0001,PBE,PBE,4,N/A,intermediate,62,17,702,237,-25483.772462025863,-25483.774492628414,-5111.569624577989,-5111.570117689213,0,23.148547887802124,0.9599339962005615,2.6957051753997803
C19COOH,1e-05,PBE,PBE,4,N/A,intermediate,62,23,702,288,-25483.774031350502,-25483.774492628414,-5111.566427699001,-5111.566352661346,0,23.510075092315674,1.3087801933288574,3.0471320152282715
C19COOH,1e-06,PBE,PBE,4,N/A,intermediate,62,29,702,354,-25483.77444397058,-25483.774492628414,-5111.566202484161,-5111.566235359496,0,23.295610904693604,1.6981747150421143,2.629758358001709
C19COOH,0.01,PBE,PBE0,4,N/A,intermediate,62,9,702,144,-25483.444729131137,-25483.774492628414,-5112.944714767906,-5112.306123891412,0,23.231330156326294,0.5574526786804199,6.348326683044434
C19COOH,0.001,PBE,PBE0,4,N/A,intermediate,62,13,702,183,-25483.671253027598,-25483.774492628414,-5112.560968882125,-5111.623556426217,0,23.29289698600769,0.7296533584594727,7.914809226989746
C19COOH,0.0001,PBE,PBE0,4,N/A,intermediate,62,17,702,237,-25483.691708653765,-25483.774492628414,-5112.520924389657,-5111.570117689213,0,23.332065105438232,0.9657320976257324,11.358694553375244
C19COOH,1e-05,PBE,PBE0,4,N/A,intermediate,62,23,702,288,-25483.69347855177,-25483.774492628414,-5112.519375333557,-5111.566352661346,0,23.139020204544067,1.2920701503753662,15.297276258468628
C19COOH,1e-06,PBE,PBE0,4,N/A,intermediate,62,29,702,354,-25483.693911164344,-25483.774492628414,-5112.519388489944,-5111.566235359496,0,23.47205400466919,1.702749252319336,20.253868579864502
C19COOH,0.01,PBE,PBE0,4,N/A,intermediate,62,9,702,144,-25483.44472913548,-25483.774492628414,-5112.944714772448,-5112.306123891412,0,23.279500246047974,0.5645899772644043,6.249969959259033
C19COOH,0.0001,PBE,PBE0,4,N/A,intermediate,62,17,702,237,-25483.691708653765,-25483.774492628414,-5112.520924389657,-5111.570117689213,0,22.963605642318726,0.9507298469543457,11.122765064239502
C19COOH,0.001,PBE,PBE0,4,N/A,intermediate,62,13,702,183,-25483.671253028275,-25483.774492628414,-5112.560968882757,-5111.623556426217,0,23.268571376800537,0.7224366664886475,7.721017360687256
C19COOH,1e-05,PBE,PBE0,4,N/A,intermediate,62,23,702,288,-25483.693478552344,-25483.774492628414,-5112.519375334098,-5111.566352661346,0,27.52492666244507,1.3089377880096436,15.22617769241333
C19COOH,1e-06,PBE,PBE0,4,N/A,intermediate,62,29,702,354,-25483.693911164344,-25483.774492628414,-5112.519388489944,-5111.566235359496,0,23.369956970214844,1.6849267482757568,20.213907718658447
C19COOH,0.01,PBE,PBE,4,N/A,intermediate,62,9,702,144,-25483.519838481243,-25483.774492628403,-5112.089631734972,-5112.306123891414,0,13.652888298034668,0.5505361557006836,2.424926519393921
C19COOH,0.001,PBE,PBE,4,N/A,intermediate,62,13,702,183,-25483.752097961016,-25483.774492628403,-5111.623320754219,-5111.623556426215,0,13.041931867599487,0.6103830337524414,2.2969512939453125
C19COOH,0.0001,PBE,PBE,4,N/A,intermediate,62,17,702,237,-25483.772462025845,-25483.774492628403,-5111.569624577976,-5111.570117689202,0,12.962700366973877,0.7672677040100098,2.0012476444244385
C19COOH,1e-05,PBE,PBE,4,N/A,intermediate,62,23,702,288,-25483.7740313497,-25483.774492628403,-5111.566427698175,-5111.5663526613225,0,14.0229651927948,0.999504804611206,2.1707921028137207
C19COOH,1e-06,PBE,PBE,4,N/A,intermediate,62,29,702,354,-25483.774443970553,-25483.774492628403,-5111.56620248414,-5111.566235359485,0,16.49380588531494,1.232750654220581,1.9016687870025635
C19COOH,0.01,PBE,PBE0,4,N/A,intermediate,62,9,702,144,-25483.44472913212,-25483.774492628403,-5112.944714768604,-5112.306123891414,0,12.998764514923096,0.5332956314086914,4.741663932800293
C19COOH,0.001,PBE,PBE0,4,N/A,intermediate,62,13,702,183,-25483.67125302725,-25483.774492628403,-5112.560968881819,-5111.623556426215,0,13.369572877883911,0.587794303894043,5.96129846572876
C19COOH,0.0001,PBE,PBE0,4,N/A,intermediate,62,17,702,237,-25483.691708654478,-25483.774492628403,-5112.5209243903255,-5111.570117689202,0,13.122654676437378,0.7354550361633301,7.877976417541504
C19COOH,1e-06,PBE,PBE0,4,N/A,intermediate,62,29,702,354,-25483.6939111659,-25483.774492628403,-5112.519388491415,-5111.566235359485,0,14.549444913864136,1.1913325786590576,13.021535634994507
C19COOH,1e-05,PBE,PBE0,4,N/A,intermediate,62,23,702,288,-25483.69347855169,-25483.774492628403,-5112.519375333468,-5111.5663526613225,0,13.782121658325195,0.9337441921234131,10.442609548568726
C19COOH,0.01,PBE,PBE,4,RPA,intermediate,62,9,702,144,-25483.01660085525,-25483.774492628403,-5111.586394108977,-5112.306123891414,0,13.009072542190552,0.5153515338897705,5.611965179443359
C19COOH,0.001,PBE,PBE,4,RPA,intermediate,62,13,702,183,-25483.233339904058,-25483.774492628403,-5111.104562697258,-5111.623556426215,0,13.725017309188843,0.6296236515045166,7.9981372356414795
C19COOH,0.0001,PBE,PBE,4,RPA,intermediate,62,17,702,237,-25483.259059760778,-25483.774492628403,-5111.056222312903,-5111.570117689202,0,14.696990251541138,0.7629785537719727,10.90027642250061
C19COOH,1e-05,PBE,PBE,4,RPA,intermediate,62,23,702,288,-25483.2660680377,-25483.774492628403,-5111.058464386175,-5111.5663526613225,0,13.531304836273193,0.9964783191680908,15.197942972183228
C19COOH,1e-06,PBE,PBE,4,RPA,intermediate,62,29,702,354,-25483.267423733552,-25483.774492628403,-5111.0591822471415,-5111.566235359485,0,13.314704895019531,1.1980464458465576,21.73001456260681
Acid Dimer,1.0,PBE,PBE,8,RPA,intermediate,70,8,810,138,-31704.897252921193,-31720.34542561447,-10282.977111899296,-10294.617192918246,0,16.868038177490234,0.5054512023925781,7.91002082824707
Acid Dimer,0.1,PBE,PBE,8,RPA,intermediate,70,10,810,180,-31712.261568709215,-31720.34542561447,-10227.658711816606,-10234.822576249127,0,19.13305926322937,0.6578211784362793,8.780669927597046
Acid Dimer,0.01,PBE,PBE,8,RPA,intermediate,70,17,810,252,-31719.234009614498,-31720.34542561447,-10223.59794207009,-10224.695459679679,0,16.695602893829346,0.7936692237854004,14.904873371124268
Acid Dimer,0.001,PBE,PBE,8,RPA,intermediate,70,21,810,291,-31719.52195530746,-31720.34542561447,-10223.090969980176,-10223.888413129816,0,15.651762247085571,0.9416108131408691,18.256957292556763
Acid Dimer,0.0001,PBE,PBE,8,RPA,intermediate,70,25,810,345,-31719.53366489156,-31720.34542561447,-10223.02362400308,-10223.835875067947,0,15.467261552810669,1.0789642333984375,24.788501977920532
Acid Dimer,1e-05,PBE,PBE,8,RPA,intermediate,70,30,810,390,-31719.541315697144,-31720.34542561447,-10223.027239163583,-10223.830950749018,0,15.448071956634521,1.2475991249084473,30.98407554626465
Acid Dimer,1.0,PBE,PBE,8,N/A,intermediate,70,8,810,138,-31705.536596343194,-31720.34542561447,-10283.616455321293,-10294.617192918246,0,16.792866230010986,0.4799683094024658,3.9712789058685303
Acid Dimer,1e-06,PBE,PBE,8,RPA,intermediate,70,35,810,450,-31719.54267885371,-31720.34542561447,-10223.028257566682,-10223.83099782742,0,15.848692893981934,1.4964478015899658,41.877638816833496
Acid Dimer,0.1,PBE,PBE,8,N/A,intermediate,70,10,810,180,-31712.85160951417,-31720.34542561447,-10228.248752621566,-10234.822576249127,0,15.43573260307312,0.5713698863983154,3.12544584274292
Acid Dimer,0.01,PBE,PBE,8,N/A,intermediate,70,17,810,252,-31720.033717633498,-31720.34542561447,-10224.39765008909,-10224.695459679679,0,16.03288197517395,0.7881464958190918,3.4303598403930664
Acid Dimer,1.0,PBE,PBE0,8,N/A,tight,70,8,1674,264,-31714.169903641527,-31721.147507488975,-10281.774321974648,-10291.169823163309,0,36.291667461395264,0.6712799072265625,14.553341150283813
Acid Dimer,0.1,PBE,PBE0,8,N/A,tight,70,10,1674,342,-31717.519021323435,-31721.147507488975,-10230.081795568567,-10235.601930668654,0,36.525696992874146,0.8499197959899902,18.17259979248047
Acid Dimer,0.01,PBE,PBE0,8,N/A,tight,70,17,1674,495,-31720.923959117015,-31721.147507488975,-10226.166032912659,-10224.831910287263,0,36.89666128158569,1.3516943454742432,28.663835525512695
Acid Dimer,0.001,PBE,PBE0,8,N/A,tight,70,22,1674,594,-31720.965337587215,-31721.147507488975,-10225.605621437728,-10224.028193244634,0,39.5938458442688,1.6383023262023926,39.361998319625854
Acid Dimer,0.0001,PBE,PBE0,8,N/A,tight,70,26,1674,702,-31720.975233933445,-31721.147507488975,-10225.567468939807,-10223.974935448514,0,36.55943179130554,2.0682241916656494,48.65902280807495
Acid Dimer,1e-05,PBE,PBE0,8,N/A,tight,70,31,1674,801,-31720.97869891563,-31721.147507488975,-10225.5663060884,-10223.971337632243,0,37.68528723716736,2.5059401988983154,58.95210313796997
Acid Dimer,1.0,PBE,PBE,8,N/A,tight,70,8,1674,264,-31714.55622418909,-31721.147507488975,-10282.505722847867,-10291.169823163309,0,36.76341724395752,0.6774885654449463,9.105865240097046
Acid Dimer,0.1,PBE,PBE,8,N/A,tight,70,10,1674,342,-31717.757415959117,-31721.147507488975,-10229.516654950756,-10235.601930668654,0,41.23109722137451,0.8605926036834717,6.330213308334351
Acid Dimer,1e-06,PBE,PBE0,8,N/A,tight,70,38,1674,954,-31720.97866776042,-31721.147507488975,-10225.565968858918,-10223.9711478191,0,39.70849251747131,3.1711044311523438,79.92063593864441
Acid Dimer,0.01,PBE,PBE,8,N/A,tight,70,17,1674,495,-31721.098549992905,-31721.147507488975,-10224.729140283396,-10224.831910287263,0,37.434011936187744,1.3216769695281982,7.530791759490967
Acid Dimer,0.001,PBE,PBE,8,N/A,tight,70,22,1674,594,-31721.13496832134,-31721.147507488975,-10224.024331842109,-10224.028193244634,0,36.58439588546753,1.716036319732666,5.99650239944458
Acid Dimer,0.0001,PBE,PBE,8,N/A,tight,70,26,1674,702,-31721.144254547566,-31721.147507488975,-10223.973852151918,-10223.974935448514,0,36.61271524429321,2.0372533798217773,6.302552223205566
Acid Dimer,1e-05,PBE,PBE,8,N/A,tight,70,31,1674,801,-31721.147506898975,-31721.147507488975,-10223.971544865275,-10223.971337632243,0,41.56930732727051,2.4464187622070312,4.31974196434021
Acid Dimer,0.1,PBE,PBE,8,RPA,tight,70,10,1674,342,-31726.951489030118,-31721.147507488975,-10238.710728021759,-10235.601930668654,0,39.916582345962524,0.8388614654541016,15.967101812362671
Acid Dimer,1.0,PBE,PBE,8,RPA,tight,70,8,1674,264,-31723.3066976521,-31721.147507488975,-10291.256196310875,-10291.169823163309,0,36.36393618583679,0.7364528179168701,15.854041576385498
Acid Dimer,1e-06,PBE,PBE,8,N/A,tight,70,38,1674,954,-31721.14745441652,-31721.147507488975,-10223.971203982786,-10223.9711478191,0,36.792768239974976,3.1616272926330566,5.356922149658203
Acid Dimer,0.01,PBE,PBE,8,RPA,tight,70,17,1674,495,-31730.142911728864,-31721.147507488975,-10233.77350201936,-10224.831910287263,0,36.70214343070984,1.31837797164917,29.60478377342224
Acid Dimer,0.001,PBE,PBE,8,RPA,tight,70,22,1674,594,-31730.21012590034,-31721.147507488975,-10233.09948942111,-10224.028193244634,0,36.33611702919006,1.6382396221160889,38.56296443939209
Acid Dimer,0.0001,PBE,PBE,8,RPA,tight,70,26,1674,702,-31730.237561959686,-31721.147507488975,-10233.06715956403,-10223.974935448514,0,37.02810502052307,2.0675923824310303,56.06653022766113
CH3COOH,1.0,PBE,PBE,4,RPA,tight,8,4,216,132,-6239.646434924816,-6235.996106226149,-5147.446974287015,-5144.971204463562,0,2.840973138809204,0.42806410789489746,5.2348573207855225
C19COOH,1.0,PBE,PBE,4,RPA,tight,62,4,1458,132,-25488.30034523994,-25484.453120710023,-5148.721918136857,-5144.598097712177,0,31.913172721862793,0.4595668315887451,8.762197971343994
Acid Dimer,1e-05,PBE,PBE,8,RPA,tight,70,31,1674,801,-31730.253884491984,-31721.147507488975,-10233.077922458286,-10223.971337632243,0,36.98719668388367,2.496279239654541,70.95347857475281
CH3COOH,0.1,PBE,PBE,4,RPA,tight,8,5,216,171,-6239.00187900439,-6235.996106226149,-5120.016836963322,-5118.271165651646,0,5.715994596481323,0.47788548469543457,5.271182060241699
CH3COOH,0.01,PBE,PBE,4,RPA,tight,8,8,216,216,-6240.1636454501495,-6235.996106226149,-5118.463063213327,-5114.295523989325,0,2.2043893337249756,0.5684130191802979,5.011674880981445
Acid Dimer,1e-06,PBE,PBE,8,RPA,tight,70,38,1674,954,-31730.25740076752,-31721.147507488975,-10233.081150333785,-10223.9711478191,0,36.07542967796326,3.160518169403076,112.12131714820862
C19COOH,0.1,PBE,PBE,4,RPA,tight,62,5,1458,171,-25486.780353479677,-25484.453120710023,-5119.911817172519,-5118.865717571298,0,31.945542812347412,0.5016729831695557,7.771192312240601
C19COOH,0.01,PBE,PBE,4,RPA,tight,62,9,1458,279,-25488.63554427202,-25484.453120710023,-5116.646408972709,-5112.499299087251,0,31.860671043395996,0.7102713584899902,10.630486011505127
CH3COOH,0.001,PBE,PBE,4,RPA,tight,8,8,216,216,-6240.1636454501495,-6235.996106226149,-5118.463063213327,-5114.295523989325,0,6.519556760787964,0.5628809928894043,5.015065431594849
CH3COOH,0.0001,PBE,PBE,4,RPA,tight,8,8,216,216,-6240.1636454501495,-6235.996106226149,-5118.463063213327,-5114.295523989325,0,7.314755916595459,0.5715789794921875,5.110471963882446
C19COOH,0.001,PBE,PBE,4,RPA,tight,62,14,1458,378,-25488.62398953678,-25484.453120710023,-5115.97455719893,-5111.796221155617,0,31.783416032791138,1.0302095413208008,14.393075466156006
CH3COOH,1e-05,PBE,PBE,4,RPA,tight,8,8,216,216,-6240.1636454501495,-6235.996106226149,-5118.463063213327,-5114.295523989325,0,2.210507869720459,0.5763790607452393,5.017671823501587
C19COOH,0.0001,PBE,PBE,4,RPA,tight,62,18,1458,486,-25488.658309300336,-25484.453120710023,-5115.952335373245,-5111.744909194582,0,31.79083251953125,1.3960018157958984,21.93812608718872
CH3COOH,1e-06,PBE,PBE,4,RPA,tight,8,8,216,216,-6240.1636454501495,-6235.996106226149,-5118.463063213327,-5114.295523989325,0,5.838978290557861,0.5669586658477783,4.972777366638184
CH3COOH,1.0,PBE,PBE,4,N/A,tight,8,4,216,132,-6235.763623498793,-6235.996106226149,-5143.564162860992,-5144.971204463562,0,2.8473312854766846,0.43291687965393066,2.3848283290863037
C19COOH,1e-05,PBE,PBE,4,RPA,tight,62,24,1458,600,-25488.676363411647,-25484.453120710023,-5115.963010020519,-5111.739459699967,0,31.941299200057983,1.8731167316436768,29.37832236289978
C19COOH,1.0,PBE,PBE,4,N/A,tight,62,4,1458,132,-25484.209030519978,-25484.453120710023,-5144.630603416897,-5144.598097712177,0,31.764870405197144,0.4545433521270752,5.977711200714111
C19COOH,1e-06,PBE,PBE,4,RPA,tight,62,31,1458,753,-25488.678198400106,-25484.453120710023,-5115.964388210801,-5111.739235805484,0,31.710917234420776,2.5538809299468994,48.73953294754028
CH3COOH,0.01,PBE,PBE,4,N/A,tight,8,8,216,216,-6235.996106226152,-6235.996106226149,-5114.295523989329,-5114.295523989325,0,2.0727181434631348,0.5684335231781006,0.8329563140869141
CH3COOH,0.1,PBE,PBE,4,N/A,tight,8,5,216,171,-6234.815630544392,-6235.996106226149,-5115.830588503325,-5118.271165651646,0,2.1835458278656006,0.47413086891174316,1.815633773803711
CH3COOH,0.001,PBE,PBE,4,N/A,tight,8,8,216,216,-6235.996106226152,-6235.996106226149,-5114.295523989329,-5114.295523989325,0,5.829586744308472,0.5692532062530518,0.8229739665985107
C19COOH,0.01,PBE,PBE,4,N/A,tight,62,9,1458,279,-25484.481110355016,-25484.453120710023,-5112.491975055707,-5112.499299087251,0,31.822935819625854,0.7073533535003662,4.53067946434021
C19COOH,0.1,PBE,PBE,4,N/A,tight,62,5,1458,171,-25482.47965642061,-25484.453120710023,-5115.611120113455,-5118.865717571298,0,31.84688925743103,0.500779390335083,4.426244258880615
CH3COOH,1e-05,PBE,PBE,4,N/A,tight,8,8,216,216,-6235.996106226152,-6235.996106226149,-5114.295523989329,-5114.295523989325,0,2.922020435333252,0.5753421783447266,0.8177003860473633
C19COOH,0.001,PBE,PBE,4,N/A,tight,62,14,1458,378,-25484.436918336785,-25484.453120710023,-5111.787485998933,-5111.796221155617,0,31.585416793823242,1.035099983215332,4.3524651527404785
CH3COOH,0.0001,PBE,PBE,4,N/A,tight,8,8,216,216,-6235.996106226152,-6235.996106226149,-5114.295523989329,-5114.295523989325,0,2.4896743297576904,0.574272632598877,0.8301091194152832
CH3COOH,1e-06,PBE,PBE,4,N/A,tight,8,8,216,216,-6235.996106226152,-6235.996106226149,-5114.295523989329,-5114.295523989325,0,3.3074915409088135,0.5628437995910645,0.8211069107055664
C19COOH,1e-05,PBE,PBE,4,N/A,tight,62,24,1458,600,-25484.45301468765,-25484.453120710023,-5111.73966129652,-5111.739459699967,0,31.76338005065918,1.8818750381469727,3.3123674392700195
C19COOH,0.0001,PBE,PBE,4,N/A,tight,62,18,1458,486,-25484.447365029097,-25484.453120710023,-5111.741391102005,-5111.744909194582,0,31.822548151016235,1.4138116836547852,4.481054782867432
CH3COOH,1.0,PBE,PBE0,4,N/A,tight,8,4,216,132,-6235.404060660831,-6235.996106226149,-5142.9961183802725,-5144.971204463562,0,2.136171817779541,0.4260382652282715,6.541184663772583
C19COOH,1e-06,PBE,PBE,4,N/A,tight,62,31,1458,753,-25484.453083414108,-25484.453120710023,-5111.739273224801,-5111.739235805484,0,31.56636691093445,2.553187608718872,4.280855894088745
CH3COOH,0.1,PBE,PBE0,4,N/A,tight,8,5,216,171,-6234.6620620606045,-6235.996106226149,-5116.053948999806,-5118.271165651646,0,2.2455556392669678,0.4789867401123047,5.586032390594482
C19COOH,1.0,PBE,PBE0,4,N/A,tight,62,4,1458,132,-25483.847662437794,-25484.453120710023,-5144.077672287878,-5144.598097712177,0,31.91155481338501,0.4519307613372803,9.197866916656494
CH3COOH,0.01,PBE,PBE0,4,N/A,tight,8,8,216,216,-6235.87319723408,-6235.996106226149,-5114.8003017670635,-5114.295523989325,0,2.3061909675598145,0.5645906925201416,6.688969135284424
C19COOH,0.1,PBE,PBE0,4,N/A,tight,62,5,1458,171,-25482.40115106512,-25484.453120710023,-5115.916893362674,-5118.865717571298,0,32.03675723075867,0.5070109367370605,8.237236022949219
CH3COOH,0.001,PBE,PBE0,4,N/A,tight,8,8,216,216,-6235.873197233236,-6235.996106226149,-5114.800301766249,-5114.295523989325,0,10.981907844543457,0.5664832592010498,6.713059425354004
C19COOH,0.01,PBE,PBE0,4,N/A,tight,62,9,1458,279,-25484.43529767077,-25484.453120710023,-5113.404744844873,-5112.499299087251,0,31.95231294631958,0.7043991088867188,11.503648519515991
CH3COOH,0.0001,PBE,PBE0,4,N/A,tight,8,8,216,216,-6235.873197233169,-6235.996106226149,-5114.800301766196,-5114.295523989325,0,2.156109094619751,0.5711266994476318,6.647152423858643
CH3COOH,1e-05,PBE,PBE0,4,N/A,tight,8,8,216,216,-6235.873197233859,-6235.996106226149,-5114.800301766841,-5114.295523989325,0,2.1025819778442383,0.5682451725006104,6.7547338008880615
C19COOH,0.001,PBE,PBE0,4,N/A,tight,62,14,1458,378,-25484.39390945752,-25484.453120710023,-5112.838049432426,-5111.796221155617,0,32.04261374473572,1.0048189163208008,19.2542462348938
CH3COOH,1e-06,PBE,PBE0,4,N/A,tight,8,8,216,216,-6235.873197233775,-6235.996106226149,-5114.800301766763,-5114.295523989325,0,6.091017484664917,0.5741324424743652,6.755537271499634
C19COOH,0.0001,PBE,PBE0,4,N/A,tight,62,18,1458,486,-25484.404931925987,-25484.453120710023,-5112.8049146396215,-5111.744909194582,0,32.15922665596008,1.4035849571228027,26.850749015808105
C19COOH,1e-05,PBE,PBE0,4,N/A,tight,62,24,1458,600,-25484.410786001026,-25484.453120710023,-5112.804257841959,-5111.739459699967,0,31.850865364074707,1.869694471359253,35.925633668899536
C19COOH,1e-06,PBE,PBE0,4,N/A,tight,62,31,1458,753,-25484.410866806782,-25484.453120710023,-5112.803865898586,-5111.739235805484,0,31.977852821350098,2.563122272491455,46.67910552024841
Acid Dimer,N/A,PBE,PBE,8,N/A,tight,70,70,1674,1674,-31721.14750748901,-31721.147507488975,-10223.971162568901,-10223.971162568863,0,36.29174256324768,6.61357569694519,9.491969347000122
CH3COOH,N/A,PBE,PBE,4,RPA,tight,8,8,216,216,-6240.163645450153,-6235.996106226149,-5118.46306321333,-5114.295523989325,0,6.051023244857788,0.5482852458953857,4.912518739700317
Acid Dimer,N/A,PBE,PBE0,8,N/A,tight,70,70,1674,1674,-31720.978722424028,-31721.147507488975,-10225.565971654089,-10223.971162568863,0,40.45472598075867,6.679585695266724,128.0582525730133
