LL XC,HL XC,HL Atoms,Post-HF Method,Basis,OH-H Distance,Total DFT Energy (A-in-B),AB LL Energy,A HL Energy,A LL Energy,PB Correction,AB_LL Time,A_LL Time,A_HL Time
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.6620306864886794,-14854.741206320152,-14854.987065750713,-4069.7143202388684,-4068.4357117834825,0.20407380301466668,138.8720886707306,25.08576011657715,1279.3358972072601
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.5620306864886793,-14854.755031608649,-14855.001317083483,-4069.6781770574453,-4068.400558746658,0.20401728532920738,142.44031167030334,25.59634232521057,1293.6893808841705
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.462030686488679,-14854.77005732188,-14855.01670242929,-4069.6317209035487,-4068.3541575123063,0.20415849515577417,139.25362086296082,24.947360038757324,1298.6825366020203
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.362030686488679,-14854.786205966475,-14855.03295714143,-4069.590349000854,-4068.313770284668,0.2040221505044231,138.96891498565674,24.956170797348022,1309.7567064762115
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.262030686488679,-14854.802738321705,-14855.049552264638,-4069.5389110299175,-4068.262115772306,0.20401285847976133,140.70309710502625,25.261706829071045,1321.5464718341827
PBE,PBE0,4,N/A,NAO-VCC-5Z,1.5620306864886795,-14854.738014646651,-14854.976178828969,-4068.7195077569495,-4067.4233465664,0.2048859420996013,155.4895293712616,27.300009965896606,1302.7058188915253
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.16203068648868,-14854.817796328589,-14855.06467889234,-4069.477171653738,-4068.199275317499,0.2041635179779183,142.6679379940033,25.643116235733032,1329.5292415618896
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.0620306864886793,-14854.832088773457,-14855.078688345571,-4069.4141755738106,-4068.1357249106213,0.2042075729975735,136.13805961608887,25.768524408340454,1342.2044606208801
PBE,PBE0,4,N/A,NAO-VCC-5Z,1.9620306864886794,-14854.842350358644,-14855.088296966287,-4069.3308016809624,-4068.0505099845677,0.20425570187983183,145.0136034488678,25.83692479133606,1334.9533276557922
PBE,PBE0,4,N/A,NAO-VCC-5Z,1.4620306864886796,-14854.621639463288,-14854.855799676421,-4068.4189744654122,-4067.113793979657,0.2052959864492692,157.50032663345337,27.70053482055664,1324.7371053695679
PBE,PBE0,4,N/A,NAO-VCC-5Z,1.8620306864886793,-14854.845001768139,-14855.089872770908,-4069.229946377436,-4067.9474009974265,0.20431350437879067,147.50088548660278,26.092576026916504,1362.1212027072906
PBE,PBE0,4,N/A,NAO-VCC-5Z,1.7620306864886794,-14854.83422398338,-14855.0779044241,-4069.1008513146153,-4067.815015987385,0.20479982692538992,148.70603442192078,26.542306661605835,1372.5946025848389
PBE,PBE0,4,N/A,NAO-VCC-5Z,1.6620306864886796,-14854.802863149966,-14855.04411295496,-4068.9401747171855,-4067.6500615716322,0.20461381655568617,150.99764108657837,26.783096313476562,1387.6983304023743
PBE,PBE0,4,N/A,NAO-VCC-5Z,1.3620306864886795,-14854.427096442614,-14854.655645897297,-4068.023864052944,-4066.7074879923803,0.20578627452104556,161.7723684310913,28.44847869873047,1400.700312614441
PBE,PBE0,4,N/A,NAO-VCC-5Z,1.2620306864886794,-14854.111640987767,-14854.332628429229,-4067.473702432835,-4066.140892934904,0.20628188675708473,161.44382619857788,28.334792137145996,1402.333226442337
PBE,PBE0,10,N/A,NAO-VCC-3Z,0.0,-7427.454676412696,-7427.375803921118,-3096.7842479584633,-3096.027189031848,0.07852333660077244,13.373461246490479,1.6093041896820068,15.00924301147461
PBE,PBE0,10,N/A,NAO-VCC-4Z,0.0,-7427.504482783203,-7427.429117033472,-3096.8123443747527,-3096.0722593437913,0.0785470769333286,22.694880962371826,3.4228262901306152,66.66768741607666
PBE,PBE0,16,N/A,NAO-VCC-3Z,0.0,-7427.655014678932,-7427.375803921114,-4166.017856225892,-4165.105125617288,0.08400238540406298,13.0884108543396,1.6298701763153076,14.07057523727417
PBE,PBE0,10,N/A,NAO-VCC-5Z,0.0,-7427.516245690068,-7427.44228687471,-3096.8288150199787,-3096.095377663005,0.07834104090413385,54.86246085166931,9.361035108566284,353.2577941417694
PBE,PBE0,16,N/A,NAO-VCC-5Z,0.0,-7427.71620717218,-7427.4422868747,-4166.063470549601,-4165.1682558883085,0.08394204325162333,54.936288356781006,9.318365573883057,364.8801112174988
PBE,PBE0,4,N/A,NAO-VCC-3Z,4.162030686488679,-14854.522849119283,-14854.756476765691,-4070.112117732663,-4068.7342831328297,0.20517215626622168,18.723787784576416,3.3288307189941406,33.67709016799927
PBE,PBE0,4,N/A,NAO-VCC-3Z,4.362030686488679,-14854.518428452386,-14854.751793357565,-4070.1684950509607,-4068.7880902650577,0.20514308826543684,18.475766897201538,3.3398072719573975,34.2332808971405
PBE,PBE0,4,N/A,NAO-VCC-3Z,4.2620306864886786,-14854.520581907498,-14854.75400351643,-4070.1382312376827,-4068.7589211334184,0.20509606414719753,18.78566598892212,3.3322198390960693,34.68250393867493
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.762030686488679,-14854.535128259347,-14854.769757093334,-4069.982170558631,-4068.6101719556073,0.20514821883221945,19.039471864700317,3.33412504196167,34.44941306114197
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.86203068648868,-14854.531809980306,-14854.765839334386,-4070.0162597319586,-4068.6427162971845,0.20497042295527867,18.956275463104248,3.3372952938079834,34.51670861244202
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.5620306864886793,-14854.54392008337,-14854.779094564781,-4069.9227778596214,-4068.5548944766783,0.20499463796982995,18.86635732650757,3.3593766689300537,34.95182132720947
PBE,PBE0,4,N/A,NAO-VCC-3Z,4.062030686488679,-14854.525509216344,-14854.759251246578,-4070.079947679826,-4068.70344805774,0.2051986937156952,18.96917200088501,3.3309788703918457,35.48070240020752
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.962030686488679,-14854.528321996358,-14854.762355496425,-4070.048509066639,-4068.673435397858,0.2051043208593315,18.88455867767334,3.3951282501220703,36.20841193199158
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.4620306864886787,-14854.549280797039,-14854.784650933741,-4069.8873891141084,-4068.5212750686023,0.20484328458863882,19.38645911216736,3.4350993633270264,35.84258222579956
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.662030686488679,-14854.539436138948,-14854.774152566997,-4069.968230451944,-4068.599805353716,0.20496314900706503,19.35973358154297,3.3972294330596924,35.75760746002197
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.362030686488679,-14854.554971955058,-14854.790890120112,-4069.864606054085,-4068.5013517024377,0.2048894268810324,22.46670651435852,3.500358819961548,36.2862446308136
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.2620306864886794,-14854.561535741725,-14854.797898290333,-4069.8364503111216,-4068.4757055441924,0.2048042623674051,19.846349716186523,3.4280450344085693,36.96471548080444
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.0620306864886793,-14854.577370460911,-14854.814571479868,-4069.7719775271935,-4068.4155932817976,0.20463393149034373,19.829960346221924,3.4184703826904297,37.35606360435486
PBE,PBE0,4,N/A,NAO-VCC-3Z,3.162030686488679,-14854.568841310416,-14854.805760197405,-4069.796659108555,-4068.437165813413,0.204800773543346,19.758927583694458,3.4831597805023193,37.69334411621094
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.9620306864886796,-14854.586286006233,-14854.82442761088,-4069.7343706066536,-4068.379797120959,0.20484608103826366,19.83070468902588,3.4678573608398438,38.11978602409363
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.862030686488679,-14854.596838131063,-14854.83541658191,-4069.7016429591904,-4068.349424461774,0.20476317834487404,20.333160877227783,3.465679407119751,38.461137533187866
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.6620306864886794,-14854.621511862064,-14854.861071883674,-4069.632543411283,-4068.2838050469745,0.2045383251935476,20.197046756744385,3.519946575164795,39.33078336715698
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.7620306864886794,-14854.608729162248,-14854.847616885892,-4069.663131004973,-4068.311998207072,0.20449809205229902,20.50036072731018,3.5423977375030518,39.35420632362366
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.5620306864886793,-14854.635726374398,-14854.875765619881,-4069.5913780078,-4068.2440204295035,0.20450688803715236,20.518718719482422,3.56508731842041,40.07553815841675
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.462030686488679,-14854.650853719384,-14854.891586239572,-4069.5564595486967,-4068.2106680775482,0.2044607256212367,20.835718631744385,3.534205436706543,40.925760984420776
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.362030686488679,-14854.667054524034,-14854.908261792742,-4069.511260761892,-4068.166384638187,0.20452129399782007,21.079784393310547,3.5563409328460693,40.733816623687744
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.262030686488679,-14854.683773652898,-14854.925255445065,-4069.463936198925,-4068.1196692118356,0.20449254369202952,21.154820203781128,3.5791213512420654,40.91323399543762
PBE,PBE0,4,N/A,NAO-VCC-3Z,1.2620306864886794,-14853.994675600168,-14854.212132388955,-4067.3959422699427,-4066.0026693127534,0.206869213696761,23.66768503189087,3.965775966644287,38.72311210632324
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.16203068648868,-14854.700090103126,-14854.941659998276,-4069.4092973683046,-4068.0650720667722,0.20440767600084075,21.60262441635132,3.5755114555358887,41.58011317253113
PBE,PBE0,4,N/A,NAO-VCC-3Z,2.0620306864886793,-14854.714484709737,-14854.955988893787,-4069.343917374517,-4067.9994456353143,0.20456219432098735,21.57804036140442,3.6380953788757324,41.74979853630066
PBE,PBE0,4,N/A,NAO-VCC-3Z,1.9620306864886794,-14854.7248652652,-14854.965869877946,-4069.26101453724,-4067.91493694731,0.2045534749981578,21.331788539886475,3.6299455165863037,42.54462933540344
PBE,PBE0,4,N/A,NAO-VCC-3Z,1.6620306864886796,-14854.685234174605,-14854.922132820846,-4068.871334736823,-4067.518115726133,0.20498477640571333,22.422629833221436,3.703744649887085,43.193963289260864
PBE,PBE0,4,N/A,NAO-VCC-3Z,1.4620306864886796,-14854.503772715276,-14854.733694270119,-4068.348604468752,-4066.9816700441493,0.2056052212881997,23.042911052703857,3.8308708667755127,42.29275631904602
PBE,PBE0,4,N/A,NAO-VCC-3Z,1.8620306864886793,-14854.727331725891,-14854.967661511399,-4069.165772189396,-4067.8188170010126,0.20472336987284728,22.477704763412476,3.809252977371216,43.02094578742981
PBE,PBE0,4,N/A,NAO-VCC-3Z,1.7620306864886794,-14854.716817956112,-14854.955846169214,-4069.0380461179993,-4067.688576785341,0.20492388032244438,22.41559910774231,3.7957756519317627,43.29638862609863
PBE,PBE0,4,N/A,NAO-VCC-3Z,1.3620306864886795,-14854.308769796151,-14854.533362510838,-4067.947546727141,-4066.5698394348574,0.20621007401961777,23.617347955703735,3.925830364227295,42.97853875160217
PBE,PBE0,4,N/A,NAO-VCC-3Z,1.5620306864886795,-14854.620145620409,-14854.854187431205,-4068.6440600580722,-4067.2848933743626,0.20542022058404075,23.238243579864502,3.9011600017547607,44.96470236778259
PBE,PBE0,22,N/A,NAO-VCC-3Z,0.0,-7427.859748591925,-7427.375803921127,-5235.71309310383,-5234.584385643897,0.08285374522032737,10.989722728729248,1.6163902282714844,13.274245977401733
PBE,PBE0,22,N/A,NAO-VCC-4Z,0.0,-7427.9086437245605,-7427.4291170334645,-5235.743681129872,-5234.626949371972,0.08305720486194942,18.97333025932312,3.4517626762390137,63.82325339317322
PBE,PBE0,16,N/A,NAO-VCC-4Z,0.0,-7427.704389340507,-7427.429117033466,-4166.051765216626,-4165.152027109173,0.08401828193191155,20.818309545516968,3.4553415775299072,63.949116468429565
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.86203068648868,-14854.631547186336,-14854.871499328281,-4070.0861211896754,-4068.771008028143,0.20472942240078248,47.522674560546875,8.172632455825806,164.14163947105408
PBE,PBE0,4,N/A,NAO-VCC-4Z,4.2620306864886786,-14854.620883320042,-14854.860163785868,-4070.2086056751486,-4068.889084382399,0.20480031861868067,45.78083062171936,7.955132246017456,171.27732968330383
PBE,PBE0,4,N/A,NAO-VCC-4Z,4.162030686488679,-14854.623029344053,-14854.862535009312,-4070.1876367313466,-4068.870207042177,0.20493835714198996,44.19248580932617,8.044910907745361,171.59275794029236
PBE,PBE0,4,N/A,NAO-VCC-4Z,4.362030686488679,-14854.618846834846,-14854.858043630884,-4070.237095093841,-4068.9164301353894,0.2047994670013223,46.22888112068176,7.92939567565918,171.9974958896637
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.662030686488679,-14854.639075456718,-14854.87945548637,-4070.025995459865,-4068.714397047779,0.2047376131643906,48.85271644592285,8.406886100769043,169.39619636535645
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.762030686488679,-14854.635065359824,-14854.875248249153,-4070.0528320501644,-4068.7391712636413,0.20477405885201114,46.30966854095459,8.350258350372314,170.65392112731934
PBE,PBE0,4,N/A,NAO-VCC-4Z,4.062030686488679,-14854.625623583046,-14854.865192988973,-4070.138532170877,-4068.819987194022,0.20470964232223254,44.845781087875366,8.126580715179443,173.93848967552185
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.962030686488679,-14854.628267735556,-14854.86816411922,-4070.1202599648113,-4068.8043242780504,0.20485917914610816,45.024194955825806,8.085664749145508,175.997136592865
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.5620306864886793,-14854.643646768298,-14854.884189310498,-4069.9822633503654,-4068.6709848530727,0.20463222136361184,49.037633657455444,8.3048677444458,176.8774425983429
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.362030686488679,-14854.654247098582,-14854.895507158693,-4069.929619038904,-4068.622407291048,0.20470944150304912,47.201804876327515,8.511322498321533,176.57500195503235
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.2620306864886794,-14854.660400101397,-14854.90224998079,-4069.906069269139,-4068.6011993893326,0.20474351410829777,47.05181694030762,8.561461687088013,177.69840025901794
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.4620306864886787,-14854.648692317558,-14854.889515585262,-4069.9583982943573,-4068.649205307762,0.20460531650743402,47.116029500961304,8.437164783477783,179.86226868629456
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.162030686488679,-14854.667218080644,-14854.908989940304,-4069.857329752691,-4068.553019284548,0.20440119787089572,50.357378244400024,8.581567764282227,179.73186826705933
PBE,PBE0,4,N/A,NAO-VCC-4Z,3.0620306864886793,-14854.674914412108,-14854.917509300378,-4069.8334056183885,-4068.531546447702,0.20472039592148183,51.036569356918335,8.752032041549683,185.6082625389099
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.9620306864886796,-14854.684254950362,-14854.927063681373,-4069.793337069927,-4068.492337682304,0.20446733880151483,49.82952570915222,8.917100191116333,188.24812150001526
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.7620306864886794,-14854.705746782736,-14854.949627889519,-4069.722258097645,-4068.4240256060757,0.20452674752533764,51.89054727554321,9.117084503173828,187.88014817237854
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.5620306864886793,-14854.732494824913,-14854.977139354125,-4069.6450762058266,-4068.3491268666467,0.20441433413441468,53.74545383453369,9.100362539291382,190.78133583068848
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.6620306864886794,-14854.71859474575,-14854.962764087302,-4069.6846779231846,-4068.3878238200855,0.20440653140452644,50.81894779205322,9.131269454956055,193.80380201339722
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.862030686488679,-14854.69426291029,-14854.937743138496,-4069.76515306326,-4068.4664519986827,0.20457766954311393,53.1615104675293,8.996638059616089,195.692045211792
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.362030686488679,-14854.763849182578,-14855.009017378621,-4069.561604267481,-4068.2673978208004,0.20432686531804023,55.507140159606934,9.413554668426514,203.3185272216797
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.262030686488679,-14854.780394319607,-14855.025724603882,-4069.515048464681,-4068.2213040296715,0.20431530408353196,54.76550006866455,9.490058898925781,203.69258069992065
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.462030686488679,-14854.747479813366,-14854.992645937144,-4069.6088468369353,-4068.3142514124993,0.20452613232910918,55.101871728897095,9.302841424942017,208.46919178962708
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.0620306864886793,-14854.810980756452,-14855.05597271323,-4069.3915331309126,-4068.0968988891364,0.2043192709080547,54.21098971366882,9.733955383300781,208.1551809310913
PBE,PBE0,4,N/A,NAO-VCC-4Z,1.9620306864886794,-14854.821172433767,-14855.065670153443,-4069.310135562952,-4068.014031589087,0.20447105667579205,59.06858491897583,9.883741855621338,204.2550106048584
PBE,PBE0,4,N/A,NAO-VCC-4Z,2.16203068648868,-14854.796446451035,-14855.041869223542,-4069.454634423165,-4068.160320468128,0.2044902232667079,56.87779879570007,9.708779573440552,208.01532530784607
PBE,PBE0,4,N/A,NAO-VCC-4Z,1.5620306864886795,-14854.71693027289,-14854.953799238892,-4068.693005297073,-4067.381330238981,0.20515158415931803,62.70477914810181,10.544562816619873,201.22195267677307
PBE,PBE0,4,N/A,NAO-VCC-4Z,1.8620306864886793,-14854.823884669715,-14855.067327911254,-4069.207415342452,-4067.908846927105,0.20456531409408485,57.92848491668701,10.007150411605835,207.00733160972595
PBE,PBE0,4,N/A,NAO-VCC-4Z,1.6620306864886796,-14854.781758683559,-14855.021697725857,-4068.9167618222946,-4067.611268342251,0.2048797775751929,58.549381494522095,10.342017650604248,211.90065383911133
PBE,PBE0,4,N/A,NAO-VCC-4Z,1.4620306864886796,-14854.600680281728,-14854.83343463272,-4068.3959837047605,-4067.0758897048963,0.20551304263834086,63.33190369606018,10.680269002914429,213.1554412841797
PBE,PBE0,4,N/A,NAO-VCC-4Z,1.3620306864886795,-14854.405925541729,-14854.633338052796,-4067.9966882229282,-4066.665313623833,0.20611334170747608,64.13404846191406,10.778305530548096,212.76000356674194
PBE,PBE0,4,N/A,NAO-VCC-4Z,1.7620306864886794,-14854.813405713912,-14855.055431981511,-4069.0816847858177,-4067.780578804406,0.20475656128726713,60.2243332862854,10.145835161209106,222.15365648269653
PBE,PBE0,4,N/A,NAO-VCC-4Z,1.2620306864886794,-14854.091722956771,-14854.311673808188,-4067.448921550052,-4066.1017669761422,0.20663546712644495,64.5020203590393,10.740540504455566,215.52031469345093
PBE,PBE0,4,N/A,NAO-VCC-5Z,4.362030686488679,-14854.64235412979,-14854.884004979654,-4070.2631274740133,-4068.9632749657294,0.2044829260694164,120.10785007476807,22.336305141448975,959.4482154846191
PBE,PBE0,4,N/A,NAO-VCC-5Z,4.2620306864886786,-14854.644347796204,-14854.886074395932,-4070.239559776141,-4068.94118762021,0.20450594264730113,120.17546391487122,22.460503339767456,976.5343611240387
PBE,PBE0,4,N/A,NAO-VCC-5Z,4.162030686488679,-14854.646486162523,-14854.888391016315,-4070.2202884625553,-4068.9241963034037,0.20461107108868118,122.32836985588074,22.692410707473755,983.3286416530609
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.962030686488679,-14854.651912151112,-14854.893889601466,-4070.147317361354,-4068.851364408939,0.20427925539343314,124.17040395736694,22.959139585494995,989.7107155323029
PBE,PBE0,4,N/A,NAO-VCC-5Z,4.062030686488679,-14854.648975655326,-14854.890987414366,-4070.1996516232557,-4068.9051747447866,0.2045007498476345,123.73325967788696,22.777117252349854,1003.0847253799438
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.86203068648868,-14854.65511266573,-14854.897150208259,-4070.130915519433,-4068.8378208108334,0.2043236265396004,124.4970703125,23.055315017700195,1002.2675926685333
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.762030686488679,-14854.65845291062,-14854.900815615707,-4070.0845025020926,-4068.7911822880346,0.20437554896483812,126.5046854019165,23.45435929298401,1010.2145617008209
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.662030686488679,-14854.662361270777,-14854.904932629177,-4070.0527131051203,-4068.760531536419,0.2043298243468941,126.58356952667236,23.343647241592407,1104.6192317008972
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.5620306864886793,-14854.666795532341,-14854.909570859803,-4070.029291980519,-4068.7394546367796,0.20443316018694285,123.8900682926178,23.314945459365845,1122.80766248703
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.4620306864886787,-14854.671819775296,-14854.914795254208,-4069.9929008341205,-4068.703739118625,0.20432735340994296,128.1752917766571,23.695035934448242,1125.8335342407227
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.362030686488679,-14854.677568404495,-14854.920680814728,-4069.9512281492043,-4068.6626715214416,0.20416811346632885,126.41234469413757,23.73493790626526,1146.586811542511
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.2620306864886794,-14854.683666085222,-14854.927312834516,-4069.92631392445,-4068.6399099730183,0.20425994165274072,130.14205956459045,23.892279863357544,1156.7377350330353
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.0620306864886793,-14854.698735563143,-14854.943179127093,-4069.857949660258,-4068.5742242431756,0.20427284429601753,132.1565866470337,24.20289421081543,1164.8419919013977
PBE,PBE0,4,N/A,NAO-VCC-5Z,3.162030686488679,-14854.690882890582,-14854.934779781655,-4069.8901358815074,-4068.6047621452944,0.20412501798548924,130.72174048423767,24.037398099899292,1168.9480125904083
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.9620306864886796,-14854.707847012995,-14854.952608808366,-4069.824311527893,-4068.5421870868513,0.2042120992163264,133.54164576530457,24.44770836830139,1178.522795200348
PBE,PBE0,4,N/A,NAO-VCC-5Z,2.862030686488679,-14854.717374206288,-14854.962291294622,-4069.7882145277267,-4068.507518885737,0.20406888753828192,133.28138065338135,24.28115224838257,1191.6433801651
PBE,PBE0,28,N/A,NAO-VCC-5Z,0.0,-7428.127839143093,-7427.442286874698,-6305.585515116192,-6304.321320248875,0.07920861037079531,54.57061147689819,9.358309030532837,366.8103003501892
PBE,PBE0,28,N/A,NAO-VCC-3Z,0.0,-7428.066937920564,-7427.375803921116,-6305.538178000287,-6304.260648190731,0.07925273014546699,13.562201976776123,1.5820913314819336,13.93504285812378
PBE,PBE0,28,N/A,NAO-VCC-4Z,0.0,-7428.11530601429,-7427.429117033455,-6305.562413864627,-6304.295497623145,0.07916489056381992,22.732097387313843,3.3592915534973145,63.881003618240356
PBE,PBE0,22,N/A,NAO-VCC-5Z,0.0,-7427.9207191412215,-7427.44228687471,-5235.757012877184,-5234.6437163924975,0.08301503386755886,55.42201519012451,9.706576347351074,326.0709934234619
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.7620306864886794,-14855.000490413948,-14854.8476168859,-6191.423401925669,-6189.943441613303,0.15691708292937143,24.504301071166992,3.548006534576416,41.00442337989807
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.6620306864886794,-14855.013315919889,-14854.861071883692,-6191.393479441947,-6189.914423553381,0.1570555814305903,24.493577480316162,3.5658302307128906,41.78765630722046
PBE,PBE0,10,N/A,NAO-VCC-3Z,2.5620306864886793,-14855.027295346985,-14854.875765619889,-6191.368759826196,-6189.890908895882,0.1570905146138171,24.491878509521484,3.5614349842071533,42.00863981246948
