LL XC,HL XC,HL Atoms,Post-HF Method,Basis,OH-H Distance,Total DFT Energy,Total Time
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.5620306864886793,-14854.97713935415,49.3343665599823
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.6620306864886794,-14854.96276408733,49.348005056381226
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.0620306864886793,-14855.055972713226,49.42134642601013
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.7620306864886794,-14854.949627889551,49.55454349517822
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.462030686488679,-14854.992645937162,50.393165826797485
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.362030686488679,-14855.009017378612,50.819844245910645
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.262030686488679,-14855.025724603895,51.47389197349548
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.16203068648868,-14855.04186922356,52.309701442718506
PBE,PBE0,36,N/A,NAO-VCC-4Z,1.9620306864886794,-14855.065670153417,53.28053593635559
PBE,PBE0,36,N/A,NAO-VCC-4Z,1.8620306864886793,-14855.067327911305,54.481075048446655
PBE,PBE0,36,N/A,NAO-VCC-4Z,1.7620306864886794,-14855.055431981498,55.113282203674316
PBE,PBE0,36,N/A,NAO-VCC-4Z,1.6620306864886796,-14855.02169772588,55.900407791137695
PBE,PBE0,36,N/A,NAO-VCC-4Z,1.5620306864886795,-14854.9537992389,56.73934006690979
PBE,PBE0,36,N/A,NAO-VCC-4Z,1.4620306864886796,-14854.833434632706,57.571542501449585
PBE,PBE0,36,N/A,NAO-VCC-4Z,1.2620306864886794,-14854.311673808232,58.56591320037842
PBE,PBE0,36,N/A,NAO-VCC-4Z,1.3620306864886795,-14854.633338052861,58.57079529762268
PBE,PBE0,36,N/A,NAO-VCC-4Z,4.2620306864886786,-14854.860163785868,43.45434880256653
PBE,PBE0,36,N/A,NAO-VCC-4Z,4.362030686488679,-14854.858043630897,43.50340437889099
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.962030686488679,-14854.868164119209,44.47698187828064
PBE,PBE0,36,N/A,NAO-VCC-4Z,4.062030686488679,-14854.865192988942,44.49784779548645
PBE,PBE0,36,N/A,NAO-VCC-4Z,4.162030686488679,-14854.862535009353,44.56590938568115
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.86203068648868,-14854.871499328263,44.98052167892456
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.762030686488679,-14854.875248249127,45.54093956947327
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.662030686488679,-14854.879455486345,46.04009246826172
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.5620306864886793,-14854.884189310507,46.14354920387268
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.4620306864886787,-14854.889515585219,46.416553020477295
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.362030686488679,-14854.895507158693,46.97893452644348
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.2620306864886794,-14854.902249980798,47.0398051738739
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.162030686488679,-14854.908989940273,47.512127161026
PBE,PBE0,36,N/A,NAO-VCC-4Z,3.0620306864886793,-14854.917509300389,48.07426404953003
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.9620306864886796,-14854.927063681347,49.426923751831055
PBE,PBE0,36,N/A,NAO-VCC-4Z,2.862030686488679,-14854.937743138502,49.99426221847534
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.0620306864886793,-14855.078688345668,124.22215175628662
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.362030686488679,-14855.03295714143,127.29523754119873
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.6620306864886794,-14854.98706575077,127.63231468200684
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.462030686488679,-14855.016702429184,127.62991857528687
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.7620306864886794,-14854.97405359967,127.96252346038818
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.262030686488679,-14855.049552264576,129.35910987854004
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.5620306864886793,-14855.001317083528,130.7001247406006
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.16203068648868,-14855.064678892284,131.64745211601257
PBE,PBE0,36,N/A,NAO-VCC-5Z,1.9620306864886794,-14855.088296966318,133.28309154510498
PBE,PBE0,36,N/A,NAO-VCC-5Z,1.8620306864886793,-14855.089872770894,135.4393434524536
PBE,PBE0,36,N/A,NAO-VCC-5Z,1.7620306864886794,-14855.077904424057,137.23101329803467
PBE,PBE0,36,N/A,NAO-VCC-5Z,1.6620306864886796,-14855.044112955005,138.9599964618683
PBE,PBE0,36,N/A,NAO-VCC-5Z,1.5620306864886795,-14854.976178828974,143.1189248561859
PBE,PBE0,36,N/A,NAO-VCC-5Z,1.4620306864886796,-14854.855799676347,145.00264930725098
PBE,PBE0,36,N/A,NAO-VCC-5Z,4.362030686488679,-14854.884004979629,109.6837511062622
PBE,PBE0,36,N/A,NAO-VCC-5Z,4.2620306864886786,-14854.88607439594,110.51079893112183
PBE,PBE0,36,N/A,NAO-VCC-5Z,1.2620306864886794,-14854.332628429158,148.20476770401
PBE,PBE0,36,N/A,NAO-VCC-5Z,1.3620306864886795,-14854.655645897403,148.8206970691681
PBE,PBE0,36,N/A,NAO-VCC-5Z,4.162030686488679,-14854.88839101634,112.34225988388062
PBE,PBE0,36,N/A,NAO-VCC-5Z,4.062030686488679,-14854.89098741438,113.51282405853271
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.962030686488679,-14854.893889601377,114.23094940185547
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.86203068648868,-14854.897150208222,114.52364110946655
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.5620306864886793,-14854.909570859749,115.77699613571167
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.762030686488679,-14854.900815615669,116.54278659820557
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.662030686488679,-14854.904932629182,116.70670866966248
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.4620306864886787,-14854.914795254077,118.01270294189453
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.362030686488679,-14854.92068081472,118.47305035591125
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.2620306864886794,-14854.927312834552,120.1948676109314
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.162030686488679,-14854.934779781543,120.52312588691711
PBE,PBE0,36,N/A,NAO-VCC-5Z,3.0620306864886793,-14854.943179127053,122.18545937538147
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.862030686488679,-14854.962291294547,122.98318004608154
PBE,PBE0,36,N/A,NAO-VCC-5Z,2.9620306864886796,-14854.952608808311,123.5844373703003
PBE,PBE0,18,N/A,NAO-VCC-3Z,0.0,-7427.37580392111,12.332701683044434
PBE,PBE0,18,N/A,NAO-VCC-4Z,0.0,-7427.42911703346,15.968581199645996
PBE,PBE0,18,N/A,NAO-VCC-5Z,0.0,-7427.442286874665,26.814167022705078
